item_id	name	birthdate	birthplace	jobtitle	roles	gender
nm0336049	Joan C. Gratz	1956-09-03	NA	Animation Department/Director/Producer	 Animation department:10 Director:7 Producer:6 Art department:4 Editor:2 Miscellaneous Crew:2 Self:3	NA
nm0520485	Peter Lord	1953-11-04	Bristol, England, UK	Producer/Director/Animation Department	 Producer:72 Director:16 Animation department:15 Writer:8 Thanks:10 Self:33	M
nm0701000	Barry Purves	1953-11-04	NA	Animation Department/Director/Writer	 Animation department:9 Director:10 Writer:6 Actor:3 Art department:2 Thanks:3	M
nm0077651	Paul Berry	1961-03-13	England, UK	Animation Department/Director/Visual Effects	 Animation department:10 Director:2	NA
nm0667912	Michaela Pavlátová	1961-02-27	Prague, Czechoslovakia [now Czech Republic]	Director/Actress/Writer	 Director:10 Actress:6 Writer:5	F
nm0439748	Sam Karmann	1953-09-23	Port Said, Egypt	Actor/Director/Writer	 Actor:79 Director:7 Writer:7 Self:17	M
nm0200978	Jonathan Darby	1953-09-23	NA	Director/Writer/Producer	 Director:5 Writer:3	M
nm0658585	Matt Palmieri	1960-03-07	Santa Monica, California, USA	Producer/Director/Writer	 Producer:6 Director:2	M
nm0995597	Christian Taylor	1968-07-17	London, England, UK	Producer/Writer/Director	 Producer:8 Writer:12 Director:4 Actor:2	M
nm0809234	Mark Smith	1968-07-17	NA	Sound Department/Composer/Music Department	 Sound department:101	NA
nm0248024	Robert Eber	1968-07-17	NA	Sound Department/Camera and Electrical Department/Second Unit Director or Assistant Director	 Sound department:72 Camera and Electrical Department:5	NA
nm0599057	Frank A. Montaño	1968-07-17	NA	Sound/ /Department	 Sound department:162 Self:2	NA
nm0366494	Rick Hart	1968-07-17	NA	Sound Department/Music Department	 Sound department:80 Music department:6	NA
nm0809896	Scott D. Smith	1953-03-26	Chicago, Illinois, USA	Sound Department/Music Department/Producer	 Sound department:71	NA
nm0949997	Rob Young	1953-03-26	Sussex, New Brunswick, Canada	Sound/ /Department	 Sound department:115	NA
nm0295030	Richard Friedenberg	1953-03-26	NA	Director/Writer/Actor	 Director:10 Writer:15 Self:2	M
nm0055726	Peter Barnes	1931-01-10	London, England, UK	Writer/Producer/Director	 Writer:28 Producer:4 Director:5 Thanks:2 Self:2	M
nm0866062	Michael Tolkin	1950-10-17	New York City, New York, USA	Writer/Producer/Director	 Writer:18 Producer:6 Director:4 Miscellaneous Crew:2 Actor:3 Thanks:2 Self:9	M
nm0004306	George Miller	1945-03-03	Chinchilla, Queensland, Australia	Producer/Writer/Director	 Producer:27 Writer:18 Director:18 Second Unit Director or Assistant Director:3 Thanks:9 Self:52 Archive footage:3	M
nm0258012	Nick Enright	1950-12-22	Maitland, New South Wales, Australia	Writer/Actor/Producer	 Writer:5 Actor:4	M
nm0000626	John Sayles	1950-09-28	Schenectady, New York, USA	Writer/Actor/Director	 Writer:39 Actor:30 Director:24 Producer:8 Editor:15 Sound department:4 Soundtrack:7 Miscellaneous Crew:4 Thanks:11 Self:54	M
nm0672459	David Webb Peoples	1940-02-09	Middletown, Connecticut, USA	Writer/Editor/Director	 Writer:16 Editor:7 Director:2 Sound department:2 Thanks:2 Self:14	M
nm0000401	Laurence Fishburne	1961-07-30	Augusta, Georgia, USA	Actor/Producer/Director	 Actor:114 Producer:12 Soundtrack:2 Thanks:13 Self:162 Archive footage:30	M
nm0000553	Liam Neeson	1952-06-07	Ballymena, Co. Antrim, Northern Ireland, UK	Actor/Soundtrack/Producer	 Actor:128 Soundtrack:2 Thanks:6 Self:229 Archive footage:53	M
nm0000138	Leonardo DiCaprio	1974-11-11	Hollywood, Los Angeles, California, USA	Actor/Producer/Writer	 Actor:43 Producer:36 Writer:2 Thanks:10 Self:181 Archive footage:82	M
nm0000592	Pete Postlethwaite	1946-02-07	Warrington, Lancashire, England, UK	Actor/Producer	 Actor:102 Thanks:3 Self:26 Archive footage:25	M
nm0000146	Ralph Fiennes	1962-12-22	Ipswich, Suffolk, England, UK	Actor/Director/Soundtrack	 Actor:77 Director:3 Soundtrack:4 Producer:2 Thanks:3 Self:112 Archive footage:18	M
nm0000291	Angela Bassett	1958-08-16	New York City, New York, USA	Actress/Producer/Director	 Actress:92 Producer:5 Director:3 Soundtrack:2 Self:173 Archive footage:15	F
nm0000330	Stockard Channing	1944-02-13	New York City, New York, USA	Actress/Soundtrack/Miscellaneous Crew	 Actress:93 Soundtrack:7 Miscellaneous Crew:2 Thanks:2 Self:100 Archive footage:7	F
nm0001593	Anna Paquin	1982-07-24	Winnipeg, Manitoba, Canada	Actress/Producer/Soundtrack	 Actress:50 Producer:6 Soundtrack:2 Self:71 Archive footage:13	F
nm0001609	Rosie Perez	1964-09-06	Bushwick, Brooklyn, New York City, New York, USA	Actress/Miscellaneous Crew/Director	 Actress:69 Miscellaneous Crew:3 Director:2 Producer:5 Soundtrack:3 Thanks:2 Self:127 Archive footage:8	F
nm0000213	Winona Ryder	1971-10-29	Winona, Minnesota, USA	Actress/Producer/Soundtrack	 Actress:62 Producer:3 Soundtrack:3 Thanks:6 Self:85 Archive footage:38	F
nm0823649	Allan Starski	1943-01-01	Warsaw, Mazowieckie, Poland	Production Designer/Art Department/Set Decorator	 Production designer:47 Art department:3 Set decorator:3 Thanks:2 Self:7	M
nm0105754	Ewa Braun	1944-08-02	Kraków, Malopolskie, Poland	Set Decorator/Costume Designer/Art Department	 Set decorator:18 Costume designer:15 Art department:8 Production designer:4	F
nm0651470	Ben van Os	1944-08-02	The Hague, Zuid-Holland, Netherlands	Production Designer/Art Director/Art Department	 Production designer:26 Art director:16 Art department:4	M
nm0736360	Jan Roelfs	1944-08-02	Amsterdam, Noord-Holland, Netherlands	Production Designer/Art Director/Art Department	 Production designer:35 Art director:8 Art department:4 Self:4	M
nm0290634	Robert J. Franco	1944-08-02	NA	Set Decorator/Art Department	 Set decorator:17 Art department:3	M
nm0001405	Janusz Kaminski	1959-06-27	Ziebice, Dolnoslaskie, Poland	Cinematographer/Camera and Electrical Department/Director	 Cinematographer:47 Camera and Electrical Department:16 Director:6 Thanks:4 Self:53 Archive footage:3	M
nm0345146	Changwei Gu	1957-12-12	Xi'an, Shaanxi, China	Cinematographer/Director/Producer	 Cinematographer:18 Director:6 Producer:5 Actor:4 Writer:2 Self:6	M
nm0238698	Stuart Dryburgh	1952-03-30	London, England, UK	Cinematographer/Camera and Electrical Department	 Cinematographer:52 Camera and Electrical Department:17	M
nm0694309	Sandy Powell	1960-04-07	London, England, UK	Costume Designer/Costume and Wardrobe Department/Actress	 Costume designer:50 Costume and Wardrobe Department:2 Self:12	F
nm0081318	Anna B. Sheppard	1946-01-18	Zyrardów, Mazowieckie, Poland	Costume Designer/Costume and Wardrobe Department	 Costume designer:53 Costume and Wardrobe Department:2 Self:8	F
nm0666253	Janet Patterson	1956-08-12	Sydney, New South Wales, Australia	Costume Designer/Production Designer	 Costume designer:14 Production designer:9	F
nm0001005	Jane Campion	1954-04-30	Wellington, New Zealand	Writer/Director/Producer	 Writer:12 Director:18 Producer:8 Miscellaneous Crew:3 Actress:2 Camera and Electrical Department:2 Thanks:15 Self:22 Archive footage:7	F
nm0865295	Susan Todd	1954-04-30	NA	Producer/Director/Sound Department	 Producer:12 Director:12 Sound department:9 Writer:6	NA
nm0949255	Andrew Young	1954-04-30	NA	Cinematographer/Director/Camera and Electrical Department	 Cinematographer:33 Director:19 Camera and Electrical Department:13 Producer:12 Writer:8 Editor:7	NA
nm0171891	David Collier	1954-04-30	NA	Miscellaneous Crew/Cinematographer/Producer	 Miscellaneous Crew:2 Cinematographer:3 Producer:2 Camera and Electrical Department:2	NA
nm0859889	Betsy Thompson	1954-04-30	NA	P/r/o/d/u/c/e/r		NA
nm0660431	David Paperny	1954-04-30	NA	Producer/Writer/Director	 Producer:59 Writer:11 Director:13 Thanks:2 Self:3	NA
nm0320092	Arthur Ginsberg	1954-04-30	NA	Editor/Director/Producer	 Editor:16 Director:13 Producer:2	NA
nm0672060	D.A. Pennebaker	1925-07-15	Evanston, Illinois, USA	Director/Cinematographer/Editor	 Director:58 Cinematographer:37 Editor:19 Producer:12 Camera and Electrical Department:7 Writer:6 Miscellaneous Crew:6 Sound department:2 Thanks:22 Self:34 Archive footage:2	M
nm0373698	Chris Hegedus	1925-07-15	NA	Director/Editor/Cinematographer	 Director:32 Editor:17 Cinematographer:10 Camera and Electrical Department:6 Sound department:5 Producer:4 Thanks:16 Self:13	F
nm0493822	Margaret Lazarus	1925-07-15	NA	Director/Producer/Writer	 Director:18 Producer:18 Self:2	NA
nm0943337	Renner Wunderlich	1925-07-15	NA	Producer/Director/Editor	 Producer:18 Director:17 Editor:5 Sound department:4 Cinematographer:3	NA
nm0134682	Steven Cantor	1925-07-15	NA	Producer/Director/Camera and Electrical Department	 Producer:49 Director:23 Camera and Electrical Department:6 Writer:2 Thanks:2	M
nm0819033	Peter Spirer	1925-07-15	NA	Producer/Director/Writer	 Producer:31 Director:24 Writer:10 Camera and Electrical Department:5 Cinematographer:5 Editor:3 Visual effects:2 Thanks:2 Self:3	M
nm0391097	Elaine Holliman	1925-07-15	NA	Director/Miscellaneous Crew		M
nm0773873	Jason Schneider	1925-07-15	NA	P/r/o/d/u/c/e/r		M
nm0062741	Gregg Baxter	1925-07-15	NA	Sound Department/Producer	 Sound department:51	M
nm0247476	Pamela Easley	1925-07-15	NA	Visual Effects/Editorial Department/Producer	 Visual effects:4 Editorial department:3 Producer:3 Production manager:2 Miscellaneous Crew:2	M
nm0468757	Pete Kozachik	1925-07-15	NA	Visual Effects/Cinematographer/Camera and Electrical Department	 Visual effects:17 Cinematographer:6 Self:4	NA
nm0500343	Eric Leighton	1962-11-06	San Diego, California, USA	Animation Department/Visual Effects/Director	 Animation department:10 Visual effects:4 Self:6	M
nm0892333	Ariel Velasco-Shaw	1962-11-06	NA	Visual Effects/Camera and Electrical Department/Miscellaneous Crew	 Visual effects:30 Camera and Electrical Department:2 Miscellaneous Crew:2 Self:5	NA
nm0048490	Gordon Baker	1962-11-06	NA	Visual Effects/Animation Department	 Visual effects:22 Animation department:5	NA
nm0277722	David Finfer	1962-11-06	NA	Editor/Second Unit Director or Assistant Director/Editorial Department	 Editor:46	NA
nm0328924	Dean Goodhill	1944-10-23	Los Angeles, California, USA	Editor/Editorial Department/Director	 Editor:20 Editorial department:4 Thanks:2	M
nm0110519	Don Brochu	1944-10-23	NA	Editor/Editorial Department/Producer	 Editor:50 Editorial department:9 Thanks:2	M
nm0621301	Richard Nord	1944-10-23	NA	Editor/Editorial Department/Sound Department	 Editor:42 Editorial department:14 Thanks:2	M
nm0388516	Dov Hoenig	1944-10-23	NA	Editor/Editorial Department	 Editor:42 Thanks:2	NA
nm0353074	Veronika Jenet	1944-10-23	NA	Editor/Visual Effects/Music Department	 Editor:26	NA
nm0869758	Yolanda Toussieng	1944-10-23	NA	Make-Up/ /Department	 Makeup Department:76 Thanks:2 Self:3	F
nm0195310	Alan D'Angerio	1944-10-23	NA	Make-Up/ /Department	 Makeup Department:94	F
nm0181677	Judith A. Cory	1944-10-23	NA	Make-Up/ /Department	 Makeup Department:60	F
nm0819803	Bruce Springsteen	1949-09-23	Long Branch, New Jersey, USA	Soundtrack/Composer/Actor	 Soundtrack:281 Composer:64 Actor:55 Producer:10 Music department:4 Writer:2 Miscellaneous Crew:2 Thanks:18 Self:173 Archive footage:49	M
nm0408986	James Ingram	1952-02-16	Akron, Ohio, USA	Soundtrack/Actor/Composer	 Soundtrack:52 Actor:7 Composer:2 Self:66	M
nm0536221	Clif Magness	1957-04-24	Texas, USA	Soundtrack/Composer/Music Department	 Soundtrack:28 Composer:7	M
nm0949918	Neil Young	1945-11-12	Toronto, Ontario, Canada	Soundtrack/Actor/Composer	 Soundtrack:165 Actor:20 Composer:21 Producer:9 Director:8 Music department:4 Writer:5 Thanks:15 Self:117 Archive footage:26	M
nm0001390	Janet Jackson	1966-05-16	Gary, Indiana, USA	Soundtrack/Actress/Composer	 Soundtrack:95 Actress:52 Composer:39 Miscellaneous Crew:4 Music department:3 Producer:2 Thanks:2 Self:213 Archive footage:52	F
nm0005047	Jimmy Jam	1959-06-06	Minneapolis, Minnesota, USA	Soundtrack/Composer/Music Department	 Soundtrack:147 Composer:61 Music department:7 Miscellaneous Crew:5 Actor:3 Producer:2 Thanks:5 Self:48	M
nm0507805	Terry Lewis	1956-11-24	Omaha, Nebraska, USA	Soundtrack/Composer/Music Department	 Soundtrack:147 Composer:61 Music department:7 Actor:4 Producer:2 Thanks:5 Self:34	M
nm0003299	Marc Shaiman	1959-10-22	New Jersey, USA	Soundtrack/Music Department/Composer	 Soundtrack:90 Music department:56 Composer:64 Actor:18 Writer:11 Producer:6 Thanks:5 Self:40 Archive footage:3	M
nm0572635	Ramsey McLean	1959-10-22	NA	Soundtrack	 Soundtrack:6	M
nm0596520	Gerald R. Molen	1935-01-06	Great Falls, Montana, USA	Producer/Production Manager/Transportation Department	 Producer:28 Production manager:10 Transportation department:17 Actor:6 Thanks:3 Self:9	M
nm0527322	Branko Lustig	1932-06-10	Osijek, Croatia, Yugoslavia	Producer/Production Manager/Second Unit Director or Assistant Director	 Producer:16 Production manager:23 Second Unit Director or Assistant Director:10 Actor:8 Miscellaneous Crew:2 Thanks:4 Self:21	M
nm0152396	Jan Chapman	1950-03-28	Newcastle, New South Wales, Australia	Producer/Miscellaneous Crew/Actress	 Producer:25 Miscellaneous Crew:6 Thanks:3 Self:3	F
nm0130492	John Calley	1930-07-08	Jersey City, New Jersey, USA	Producer/Actor	 Producer:20 Thanks:3 Self:29 Archive footage:2	M
nm0658453	Stephen Palmer	1930-07-08	NA	Animation Department/Director/Producer	 Animation department:16 Director:2 Producer:2	M
nm0049950	Kevin Baldwin	1930-07-08	NA	Animation Department/Writer/Art Department	 Animation department:14	M
nm0864361	Hubert Tison	1930-07-08	NA	Producer/Writer	 Producer:12	M
nm0200500	Pepe Danquart	1955-03-01	Singen, Baden-Württemberg, Germany	Director/Writer/Producer	 Director:18 Writer:9 Producer:4 Actor:2 Thanks:13 Self:5	M
nm0864468	Stacy Title	1955-03-01	NA	Director/Producer/Writer	 Director:7 Producer:5 Writer:4 Thanks:3 Self:3	F
nm0672103	Jonathan Penner	1962-03-05	New York, USA	Actor/Producer/Writer	 Actor:41 Producer:7 Writer:6 Self:3 Archive footage:3	M
nm0000693	Peter Weller	1947-06-24	Stevens Point, Wisconsin, USA	Actor/Director/Soundtrack	 Actor:80 Director:27 Soundtrack:2 Self:43 Archive footage:8	M
nm0782384	Susan Seidelman	1952-12-11	Philadelphia, Pennsylvania, USA	Director/Producer/Writer	 Director:26 Producer:13 Writer:6 Editor:3 Thanks:4 Self:14	F
nm0107954	Jonathan Brett	1952-12-11	NA	Writer/Producer/Music Department	 Writer:7 Producer:5 Music department:3	F
nm0280955	Didier Flamand	1947-03-12	NA	Actor/Director/Writer	 Actor:208 Director:3 Self:4	M
nm0431954	Ron Judkins	1947-03-12	NA	Sound Department/Producer/Director	 Sound department:66 Producer:6 Director:4 Writer:3 Self:3	M
nm0066446	Bob Beemer	1955-02-08	Los Angeles, California, USA	Sound/ /Department	 Sound department:115 Self:4	M
nm0177784	Tim Cooney	1951-06-14	Los Angeles, California, USA	Sound Department/Actor/Producer	 Sound department:50 Actor:5	M
nm0139303	Chris Carpenter	1951-06-14	NA	Sound/ /Department	 Sound department:170	M
nm0670007	Steve Pederson	1951-06-14	NA	Sound/ /Department	 Sound department:167	NA
nm0586793	Scott Millan	1951-06-14	NA	Sound Department/Director/Manager	 Sound department:162 Self:10	M
nm0378655	Michael Herbick	1951-06-14	NA	Sound/ /Department	 Sound department:95	M
nm0313623	Terry George	1952-12-20	Belfast, Northern Ireland, UK	Writer/Producer/Miscellaneous Crew	 Writer:12 Producer:7 Miscellaneous Crew:2 Director:11 Thanks:4 Self:12	M
nm0629933	William Nicholson	1952-12-20	England, UK	Editor/Writer/Producer	 Editor:2 Writer:23 Producer:3 Director:5 Actor:2 Self:7	M
nm0168379	Jay Cocks	1944-12-01	New York City, New York, USA	Writer/Miscellaneous Crew	 Writer:7 Thanks:6 Self:11	M
nm0536587	Jeff Maguire	1944-12-01	NA	W/r/i/t/e/r	 Writer:5 Thanks:2 Self:2	NA
nm0638913	Ron Nyswaner	1956-10-05	Clarksville, Pennsylvania, USA	Producer/Writer/Director	 Producer:9 Writer:16 Director:3 Thanks:2 Self:6	M
nm0033578	Jeff Arch	1956-10-05	Harrisburg, Pennsylvania, USA	Writer/Producer/Director	 Writer:5 Producer:4	M
nm0001329	Nigel Hawthorne	1929-04-05	Coventry, Warwickshire, England, UK	Actor/Producer	 Actor:113 Producer:3 Self:35 Archive footage:7	M
nm0001590	Chazz Palminteri	1952-05-15	New York City, New York, USA	Actor/Writer/Producer	 Actor:76 Writer:5 Producer:5 Director:3 Thanks:5 Self:53 Archive footage:8	M
nm0000641	Gary Sinise	1955-03-17	Blue Island, Illinois, USA	Actor/Producer/Director	 Actor:52 Producer:6 Director:5 Miscellaneous Crew:4 Thanks:6 Self:149 Archive footage:10	M
nm0000168	Samuel L. Jackson	1948-12-21	Washington, District of Columbia, USA	Actor/Producer/Soundtrack	 Actor:182 Producer:8 Soundtrack:5 Thanks:15 Self:358 Archive footage:64	M
nm0000545	Helen Mirren	1945-07-26	Hammersmith, London, England, UK	Actress/Director/Producer	 Actress:131 Director:2 Producer:2 Thanks:3 Self:254 Archive footage:47	F
nm0000236	Jennifer Tilly	1958-09-16	Harbor City, California, USA	Actress/Soundtrack/Writer	 Actress:120 Soundtrack:5 Writer:2 Thanks:2 Self:85 Archive footage:8	F
nm0365281	Rosemary Harris	1927-09-19	Ashby, Suffolk, England, UK	Actress/Soundtrack	 Actress:60 Thanks:4 Self:27 Archive footage:4	F
nm0000235	Uma Thurman	1970-04-29	Boston, Massachusetts, USA	Actress/Soundtrack/Writer	 Actress:64 Soundtrack:3 Writer:3 Producer:3 Thanks:6 Self:112 Archive footage:30	F
nm0778942	Carolyn Scott	1970-04-29	NA	Production Designer/Art Director/Art Department	 Art director:5 Art department:5 Set decorator:4	NA
nm0090833	Susan Bode	1970-04-29	NA	Set Decorator/Art Department	 Set decorator:50 Art department:8	NA
nm0141437	Rick Carter	1970-04-29	Los Angeles, California, USA	Production Designer/Art Director/Art Department	 Production designer:24 Art director:7 Art department:5 Producer:3 Self:41	M
nm0453344	Lilly Kilvert	1970-04-29	Providence, Rhode Island, USA	Production Designer/Art Director/Location Management	 Production designer:29 Art director:4 Location management:2 Self:3	F
nm0177991	Dorree Cooper	1970-04-29	New Orleans, Louisiana, USA	Set Decorator/Art Department/Art Director	 Set decorator:23 Art department:5 Art director:2	F
nm0001799	John Toll	1952-06-15	Cleveland, Ohio, USA	Cinematographer/Camera and Electrical Department/Producer	 Cinematographer:36 Camera and Electrical Department:33 Miscellaneous Crew:2 Self:10	M
nm0121281	Don Burgess	1956-05-28	Santa Monica, California, USA	Cinematographer/Camera and Electrical Department/Actor	 Cinematographer:57 Camera and Electrical Department:26 Actor:2 Self:4	M
nm0005683	Roger Deakins	1949-05-24	Torquay, Devon, England, UK	Cinematographer/Camera and Electrical Department/Miscellaneous Crew	 Cinematographer:80 Camera and Electrical Department:27 Miscellaneous Crew:7 Thanks:4 Self:31	M
nm0811834	Piotr Sobocinski	1958-02-03	Lódz, Lódzkie, Poland	Cinematographer/Camera and Electrical Department/Miscellaneous Crew	 Cinematographer:29 Camera and Electrical Department:6 Thanks:2	M
nm0306773	Lizzy Gardiner	1958-02-03	Australia	Costume Designer/Costume and Wardrobe Department/Director	 Costume designer:23 Costume and Wardrobe Department:3 Self:4 Archive footage:2	F
