商業名稱,商業所在地,資本額,設立年度,設立日期,地址一,地址二,狀態
夏芮服飾店,臺北市大安區忠孝東路4段223巷56號,2e+05,104,104/12/31,305811.642,2770750.838,setup
樂逗服飾店,臺北市大安區忠孝東路4段205巷29弄2號1樓,1e+05,105,105/01/07,305704.663,2770659.331,setup
面對面小吃店,臺北市大安區忠孝東路4段181巷7弄5號,1e+05,105,105/01/12,305603.548,2770563.918,setup
美索服飾店,臺北市大安區忠孝東路4段216巷33弄10號,2e+05,105,105/01/19,305850.564,2770247.117,setup
原創全球美食小吃店,臺北市信義區忠孝東路4段553巷6弄2號,2e+05,105,105/03/01,306800.601,2770572.199,setup
朋緹朵義式小吃店,臺北市信義區忠孝東路4段559巷32號,2e+05,105,105/03/02,306887.1,2770660.725,setup
工寓小食堂,臺北市信義區忠孝東路4段559巷16弄18號,2e+05,105,105/03/11,306932.992,2770580.804,setup
大發襪子專賣店,臺北市大安區忠孝東路4段191號地下室,210000,105,105/03/22,305616.419,2770508.144,setup
恩典精品行,臺北市大安區忠孝東路4段216巷32弄9號,1e+05,105,105/03/29,305737.516,2770321.208,setup
安晴一云坊,臺北市大安區忠孝東路4段223巷34弄4號,2e+05,105,105/04/07,305832.706,2770644.966,setup
超吉茶舖,"臺北市大安區忠孝東路4段181巷43,45號",5500000,105,105/04/12,NA,NA,setup
伸胤商行,臺北市大安區忠孝東路4段216巷32弄9號,50000,105,105/04/15,305737.516,2770321.208,setup
宸亞服飾店,臺北市大安區忠孝東路4段77巷35號,2e+05,105,105/04/15,305221.234,2770648.627,setup
羅菈服飾屋,臺北市大安區忠孝東路4段55號,1e+05,105,105/04/19,305050.813,2770519.747,setup
星淳小吃店,臺北市大安區忠孝東路4段216巷32弄3號,80000,105,105/05/23,305765.881,2770320.689,setup
東達商行,臺北市大安區忠孝東路4段181巷40弄6號,50000,105,105/06/08,305544.09,2770751.574,setup
錦虎小吃店,臺北市大安區忠孝東路4段223巷69號,240000,105,105/06/08,305781.457,2770738.629,setup
金享餐廳,臺北市大安區忠孝東路4段270號地下1樓、地下1樓之1,2e+05,105,105/06/21,305988.184,2770454.124,setup
金享酒吧,臺北市大安區忠孝東路4段270號地下1樓、地下1樓之1,2e+05,105,105/06/21,305988.184,2770454.124,setup
鹿金精品服飾店,臺北市大安區忠孝東路4段216巷36之1號1樓,2e+06,105,105/06/29,305788.174,2770276.525,setup
洪聖勳餅店大安分店,臺北市大安區忠孝東路4段218之2號,50000,105,105/07/07,305835.866,2770451.94,setup
豆點紅豆餅,臺北市大安區忠孝東路4段181巷40弄15號,240000,105,105/07/28,305475.944,2770770.308,setup
芃家商行,臺北市信義區忠孝東路4段559巷16弄2之1號1樓,2e+05,105,105/08/05,306891.793,2770574.265,setup
大紘商店,臺北市大安區忠孝東路4段216巷11弄16號1樓,2e+05,105,105/08/09,305874.773,2770398.339,setup
坦克風格咖啡館,臺北市信義區忠孝東路4段553巷46弄14號1樓,2e+05,105,105/08/11,306849.767,2770780.908,setup
吃貨食堂,臺北市信義區忠孝東路4段553巷22弄5號1樓,2e+05,105,105/08/22,306827.67,2770700.741,setup
緯承企業行,臺北市大安區忠孝東路4段205巷29弄1號之1,240000,105,105/08/29,305704.896,2770674.218,setup
威度精品服飾行,臺北市大安區忠孝東路4段216巷50號1樓,1e+05,105,105/09/01,305787.93,2770214.08,setup
茗茗選貨店,臺北市大安區忠孝東路4段248巷6號,30000,105,105/09/05,305904.832,2770393.86,setup
沐銅涮涮鍋,臺北市信義區忠孝東路4段553巷50號1樓,240000,105,105/09/23,306798.589,2770810.309,setup
錦芳便當,臺北市信義區忠孝東路4段559巷12號1樓,1e+05,105,105/09/26,306882.72,2770556.895,setup
德普雷斯食品坊二店,臺北市大安區忠孝東路4段205巷29弄8號1樓,NA,105,105/10/13,305730.581,2770659.156,setup
葛蘿鑽工作室,臺北市大安區忠孝東路4段216巷19弄18號1樓,1e+05,105,105/10/19,305902.662,2770349.304,setup
綠果工作室,臺北市大安區忠孝東路4段205巷29弄3號1樓,50000,105,105/10/20,305711.838,2770674.218,setup
韓棒珍饌韓食館,臺北市大安區忠孝東路4段216巷33弄17號,2e+05,105,105/10/31,305895.264,2770262.923,setup
東區吾境宅修店,臺北市大安區忠孝東路4段223巷10弄12號,1e+05,105,105/11/15,305854.788,2770538.304,setup
瓦比薩比薩鋪,臺北市大安區忠孝東路4段126之1號,1e+05,105,105/11/21,305263.222,2770439.052,setup
黑熊先生點心舖,臺北市大安區忠孝東路4段205巷29弄5號1樓,2e+05,105,105/12/07,305722.713,2770674.218,setup
三八計工作坊,臺北市信義區忠孝東路4段553巷38號1樓,2e+05,105,105/12/23,306800.983,2770755.975,setup
女當家精緻火鍋餐坊,臺北市大安區忠孝東路4段216巷27弄9號1樓,5e+05,105,105/12/27,305868.732,2770319.539,setup
佳莉精品店,臺北市大安區忠孝東路4段97號,2e+05,106,106/01/03,305292.392,2770514.207,setup
基智行,臺北市大安區忠孝東路4段2之1號,2e+05,106,106/01/03,304892.434,2770472.444,setup
廸斯時尚髮藝工作室,臺北市大安區忠孝東路4段223巷34弄2號,1e+05,106,106/01/05,305822.727,2770646.004,setup
新天商行,臺北市信義區忠孝東路4段553巷46弄2號,2e+05,106,106/01/03,306810.097,2770785.434,setup
醉羅漢商行,臺北市大安區忠孝東路4段216巷40弄18號1樓,240000,106,106/01/24,305710.717,2770251.531,setup
利基企業社,臺北市大安區忠孝東路4段181巷7弄21號,150000,106,106/02/20,305668.107,2770564.627,setup
嚦咕嚦咕炸雞店,臺北市大安區忠孝東路4段223巷55號,2e+05,106,106/02/23,305789.94,2770675.422,setup
攪和飲品行,臺北市信義區忠孝東路4段559巷16弄17號,2e+05,106,106/03/02,306935.824,2770592.71,setup
粉紅櫻桃服飾店,臺北市大安區忠孝東路4段205巷29弄2號1樓,2e+05,106,106/03/08,305704.663,2770659.331,setup
松菸義麵坊,臺北市信義區忠孝東路4段553巷48號1樓,2e+05,106,106/03/14,306798.324,2770802.372,setup
剪刀手愛德華名店,臺北市大安區忠孝東路4段46之1號,2e+05,106,106/03/20,304975.034,2770473.102,setup
頂香茶屋,臺北市信義區忠孝東路4段559巷14號,2e+05,106,106/03/29,306881.587,2770565.13,setup
久方商行,臺北市大安區忠孝東路4段223巷69號,5e+05,106,106/04/25,305781.457,2770738.629,setup
墨子文化企業社,臺北市大安區忠孝東路4段216巷32弄10號1樓,2e+05,106,106/05/08,305734.919,2770297.144,setup
迷妳絲葛服飾店,臺北市大安區忠孝東路4段248巷6號,2e+05,106,106/05/08,305904.832,2770393.86,setup
德布德芃髮型工作室,臺北市大安區忠孝東路4段49巷4弄4號,50000,106,106/05/16,305033.299,2770567.594,setup
卡拉精品屋,臺北市大安區忠孝東路4段205巷26弄6號,230000,106,106/05/25,305660.47,2770677.691,setup
薇兒伉服飾精品店,臺北市大安區忠孝東路4段49巷2號,20000,106,106/05/08,305027.007,2770543.541,setup
好飾企業社,臺北市大安區忠孝東路4段216巷32弄20號,2e+05,106,106/06/15,305693.091,2770302.115,setup
忠孝飲品店,臺北市大安區忠孝東路4段49巷8號,220000,106,106/06/01,305028.826,2770626.107,setup
癮食潮流企業社,臺北市信義區忠孝東路4段559巷16弄18號1樓,2e+05,106,106/06/12,306932.992,2770580.804,setup
月樂食鋪,臺北市信義區忠孝東路4段553巷16弄2號1樓,30000,106,106/06/13,306816.147,2770619.535,setup
愛格納斯選品工作室,臺北市大安區忠孝東路4段181巷40弄15號,2e+05,106,106/06/13,305475.944,2770770.308,setup
筷子湯勺小吃店,臺北市大安區忠孝東路4段181巷40弄18號,180000,106,106/06/13,305490.402,2770751.333,setup
意合緣商行,臺北市大安區忠孝東路4段205巷29弄5號1樓,1e+05,106,106/06/26,305722.713,2770674.218,setup
旅人洋行,臺北市大安區忠孝東路4段216巷8弄14號,2e+05,106,106/07/04,305718.672,2770398.254,setup
天銅餐廳,臺北市大安區忠孝東路4段270號地下1樓及地下1樓之1,2e+05,106,106/07/05,305988.184,2770454.124,setup
滿藝沙龍企業社,臺北市信義區忠孝東路4段553巷22弄53之1號,1e+05,106,106/07/06,306859.683,2770694.484,setup
小資茶堂,臺北市大安區忠孝東路4段201號,210000,106,106/07/13,305677.808,2770507.384,setup
新東興小吃店,臺北市信義區忠孝東路4段553巷2弄11號,2e+05,106,106/08/24,306843.26,2770546.806,setup
大碗小吃店,臺北市信義區忠孝東路4段553巷6弄16號,1e+05,106,106/08/08,306861.371,2770571.227,setup
微笑時裝工作室,臺北市大安區忠孝東路4段49巷4弄2號,2e+05,106,106/08/09,305029.634,2770567.629,setup
澄穎咖啡,臺北市信義區忠孝東路4段559巷16弄8號1樓,2e+05,106,106/08/15,306920.255,2770578.816,setup
高靖商行,臺北市大安區忠孝東路4段201號,240000,106,106/09/01,305677.808,2770507.384,setup
鶴鶴餐館,臺北市信義區忠孝東路4段553巷22弄4號1樓,2e+05,106,106/09/07,306825.266,2770678.129,setup
樂心小吃店,臺北市信義區忠孝東路4段553巷10號,1e+05,106,106/09/08,306793.797,2770598.801,setup
玖富食品商行,臺北市信義區忠孝東路4段553巷16弄4號,2e+05,106,106/09/25,306826.356;306826.356,2770618.709;2770618.709,setup
秋賢小吃店,臺北市大安區忠孝東路4段181巷7弄11號,2e+05,106,106/09/26,305625.734,2770563.917,setup
凱爾文禮品店,臺北市大安區忠孝東路4段223巷57號1樓,10000,106,106/10/03,305789.894,2770681.907,setup
朵樂絲工作室,臺北市大安區忠孝東路4段205巷26弄6號,2e+05,106,106/10/11,305660.47,2770677.691,setup
萬心商行,臺北市大安區忠孝東路4段205巷7弄1號1樓,1e+05,106,106/10/24,305702.603,2770563.407,setup
映忠孝美髮造型社,臺北市大安區忠孝東路4段170巷18弄1號地下,2e+05,106,106/11/01,305562.497,2770324.694,setup
千娛娛樂企業社,臺北市大安區忠孝東路4段101巷25號,240000,106,106/11/14,305316.723,2770637.84,setup
歐倪廚房,臺北市大安區忠孝東路4段216巷40弄9號,2e+05,106,106/12/07,305723.327,2770271.04,setup
微笑柒工作坊,臺北市大安區忠孝東路4段223巷49弄7號1樓,2e+05,106,106/12/15,305750.549,2770664.876,setup
勞倫斯髮廊,臺北市大安區忠孝東路4段223巷34弄3號,2e+05,106,106/12/27,305833.135,2770660.495,setup
愷立商行,臺北市信義區忠孝東路4段553巷22弄12號,2e+05,107,107/01/05,306868.837,2770677.799,setup
銀鹽寫真私館,臺北市信義區忠孝東路4段553巷16弄8號1樓,1e+05,107,107/01/05,306850.866,2770618.286,setup
真妮服飾店,臺北市大安區忠孝東路4段216巷58號1樓,50000,107,107/02/26,305787.756,2770186.47,setup
芊奇設計工坊,臺北市大安區忠孝東路4段216巷62號1樓,2e+05,107,107/03/02,305787.553,2770171.068,setup
台灣好農良品商行,臺北市信義區忠孝東路4段553巷52弄3號,10000,107,107/03/05,306789.362,2770838.81,setup
禾發堂,臺北市信義區忠孝東路4段553巷52弄3號,10000,107,107/03/05,306789.362,2770838.81,setup
艾琳娜精品店,臺北市大安區忠孝東路4段205巷26弄6號,1e+05,107,107/03/29,305660.47,2770677.691,setup
美升商行,臺北市大安區忠孝東路4段205巷29弄1號1樓,150000,107,107/04/02,305704.896,2770674.218,setup
富吔麻辣養生鍋店,臺北市大安區忠孝東路4段17巷20號,2e+05,107,107/04/13,304934.323,2770641.904,setup
唱霸食堂,臺北市大安區忠孝東路4段201號1樓,2e+05,107,107/04/16,305677.808,2770507.384,setup
曼鸝精品服飾行,臺北市大安區忠孝東路4段205巷29弄2號,2e+05,107,107/04/25,305704.663,2770659.331,setup
牛霸天選物販賣屋,臺北市大安區忠孝東路4段101巷10之2號,50000,107,107/04/30,305293.31,2770580.2,setup
豐盈咖啡商行,臺北市大安區忠孝東路4段77巷臨16號,240000,107,107/05/08,305206.907,2770579.096,setup
銀兔食品坊信義分店,臺北市信義區忠孝東路4段559巷8之1號1樓,80000,107,107/05/01,306881.689,2770543.995,setup
廷翊小吃店,臺北市大安區忠孝東路4段216巷40弄9號,50000,107,107/05/07,305723.327,2770271.04,setup
惜恩洗衣坊,臺北市大安區忠孝東路4段71號房屋地下一層,1e+05,107,107/05/08,305170.164,2770555.421,setup
原絆小吃店,臺北市大安區忠孝東路4段216巷33弄19號1樓,2e+05,107,107/05/09,305903.165,2770262.923,setup
其時商行,臺北市大安區忠孝東路4段216巷40弄14號1樓,2e+05,107,107/05/09,305734.736,2770250.985,setup
得逸餐飲店,臺北市大安區忠孝東路4段17巷20號,1e+05,107,107/05/10,304934.323,2770641.904,setup
原田木果汁店,臺北市大安區忠孝東路4段216巷26之1號1樓,1e+05,107,107/05/10,305787.732,2770331.081,setup
髮髻髮藝工作室,臺北市大安區忠孝東路4段223巷56號1樓,2e+05,107,107/05/15,305811.642,2770750.838,setup
鴻裕食堂,臺北市信義區忠孝東路4段559巷22號1樓,2e+05,107,107/05/23,306889.007,2770616.1,setup
金樹服飾行,臺北市大安區忠孝東路4段49巷8號,2e+05,107,107/05/24,305028.826,2770626.107,setup
順風號料理坊,臺北市信義區忠孝東路4段553巷16弄2號,2e+05,107,107/05/24,306816.147,2770619.535,setup
品克麵包坊,臺北市大安區忠孝東路4段216巷18號,160000,107,107/06/20,305789.12,2770372.04,setup
宥善企業社,臺北市大安區忠孝東路4段223巷20弄3號1樓,2e+05,107,107/06/25,305819.13,2770609.559,setup
一米香麵食館,臺北市大安區忠孝東路4段216巷32弄1號,2e+05,107,107/06/25,305783.797,2770320.363,setup
品果企業社,臺北市大安區忠孝東路4段201號,2e+05,107,107/06/06,305677.808,2770507.384,setup
温暖好家小吃店,臺北市大安區忠孝東路4段216巷40弄11號1樓,2e+05,107,107/07/10,305715.887,2770271.138,setup
蕾歐精品服飾行,臺北市大安區忠孝東路4段248巷6號,20000,107,107/07/12,305904.832,2770393.86,setup
晟益餐廳,臺北市大安區忠孝東路4段223巷5號地下之1,2e+05,107,107/07/25,305789.601,2770517.642,setup
萊寶洋工作坊,臺北市大安區忠孝東路4段216巷40弄14之2號,1e+05,107,107/07/27,305726.103,2770251.076,setup
米你米服飾店,臺北市大安區忠孝東路4段248巷6號,2e+05,107,107/07/30,305904.832,2770393.86,setup
爪無敵選物販賣店,臺北市大安區忠孝東路4段181巷7弄11之1、11之2號,2e+05,107,107/08/07,305633.81,2770563.917,setup
牛肉王麵館,臺北市大安區忠孝東路4段17巷4號,120000,107,107/08/08,304933.328,2770543.256,setup
美銀越南小吃店,臺北市大安區忠孝東路4段216巷27弄4號,30000,107,107/08/10,305831.161,2770299.719,setup
鳳姐商行,臺北市信義區忠孝東路4段559巷22號1樓,5e+05,107,107/08/14,306889.007,2770616.1,setup
恩九商店,臺北市大安區忠孝東路4段205巷29弄8號1樓,1e+05,107,107/08/15,305730.581,2770659.156,setup
嬡薇娜服飾精品店,臺北市大安區忠孝東路4段17巷30號1樓,2e+05,107,107/08/21,304934.847,2770675.95,setup
禾義創意傳媒工作室,臺北市大安區忠孝東路4段223巷32號,2e+05,107,107/09/19,305810.309,2770642.847,setup
佳寶銀樓,臺北市大安區忠孝東路4段216巷25號,230000,107,107/10/18,305808.682,2770323.94,setup
一柒作弄商行,臺北市大安區忠孝東路4段216巷40弄1號1樓,1e+05,107,107/10/03,305773.853,2770267.15,setup
膜斯專業包膜店,臺北市大安區忠孝東路4段223巷10弄12號,2e+05,107,107/10/05,305854.788,2770538.304,setup
福柔越南小吃,臺北市大安區忠孝東路4段97號地下之27,1e+05,107,107/10/12,305292.392,2770514.207,setup
杋禾行銷企業社,臺北市大安區忠孝東路4段223巷56號,2e+05,107,107/10/17,305811.642,2770750.838,setup
愛麗國際精品服飾,臺北市大安區忠孝東路4段205巷29弄1號1樓,2e+05,107,107/10/17,305704.896,2770674.218,setup
醉客館,臺北市大安區忠孝東路4段181巷7弄11之1號、11之2號,50000,107,107/10/23,305633.81,2770563.917,setup
忠孝壹零壹造型沙龍,臺北市大安區忠孝東路4段101巷65號1樓,2e+05,107,107/11/02,305314.718,2770786.492,setup
今今一柒商行,臺北市大安區忠孝東路4段181巷40弄15號,150000,107,107/11/05,305475.944,2770770.308,setup
極饌雞湯鍋物,臺北市大安區忠孝東路4段26巷7號1樓,6e+05,107,107/11/05,304945.743,2770441.279,setup
明惠美容美髮工作坊,臺北市大安區忠孝東路4段248巷15號1樓,2e+05,107,107/11/09,305918.544,2770376.91,setup
滿宥商行,臺北市大安區忠孝東路4段101巷29號,2e+05,107,107/11/15,305325.004,2770651.949,setup
武商企業社,臺北市大安區忠孝東路4段223巷40號,2e+05,107,107/11/20,305811.113,2770678.316,setup
蛋定咖啡,臺北市信義區忠孝東路4段559巷16弄1號1樓,1e+05,107,107/11/22,306894.995,2770586.129,setup
觸動商行,臺北市大安區忠孝東路4段97號地下之20,2e+05,107,107/12/14,305292.392,2770514.207,setup
黛麗商行,臺北市大安區忠孝東路4段75號,1e+05,107,107/12/26,305204.754,2770514.435,setup
貓奴生鮮柑仔店,臺北市大安區忠孝東路4段223巷40號1樓,1e+05,108,108/01/10,305811.113,2770678.316,setup
日堯商行,臺北市大安區忠孝東路4段49巷4弄2號,1e+05,108,108/01/04,305029.634,2770567.629,setup
思味彩虹冰館,臺北市大安區忠孝東路4段216巷19弄6號1樓,230000,108,108/01/21,305845.601,2770347.732,setup
開開心心商行,臺北市大安區忠孝東路4段216巷14號,80000,108,108/02/23,305789.12,2770381.301,setup
亨記火鍋店,臺北市大安區復興南路1段107巷40號,2e+05,101,101/02/15,305092.063,2770705.666,setup
美得佳企業社,臺北市中山區復興南路1段36號1樓,50000,101,101/02/21,304858.948,2771008.526,setup
湯王餐廳,臺北市中山區復興南路1段18號1樓,2e+05,101,101/03/27,304859.995,2771062.859,setup
